ticket_id,created_at,resolved_at,priority,category,agent_id,resolution_hours,sla_limit_hours,sla_breach,reopened,csat_score
INC-01195,2025-01-31 05:58:00,2025-02-01 00:06:24.451186,P4-Low,Network,AGT-00009,18.14,72,False,False,5
INC-01196,2025-05-20 14:19:00,2025-05-20 22:21:29.981698,P2-High,Software,AGT-00001,8.04,8,True,False,5
INC-01197,2025-02-19 11:45:00,2025-02-19 18:10:52.563734,P2-High,Access Management,AGT-00001,6.43,8,False,False,5
INC-01198,2025-04-04 12:45:00,2025-04-07 01:47:59.276718,P4-Low,Email/Comm,AGT-00015,61.05,72,False,False,4
INC-01199,2025-01-06 08:17:00,2025-01-07 04:04:28.727061,P3-Medium,Software,AGT-00014,19.79,24,False,False,2
INC-01200,2025-06-27 09:52:00,2025-06-27 15:35:41.811096,P1-Critical,Software,AGT-00010,5.73,4,True,False,3
INC-01201,2025-05-11 11:49:00,2025-05-13 16:19:16.164191,P4-Low,Email/Comm,AGT-00002,52.5,72,False,False,4
INC-01202,2025-06-01 15:56:00,2025-06-01 20:55:49.490182,P2-High,Network,AGT-00006,5.0,8,False,False,4
INC-01203,2025-02-26 10:17:00,2025-02-27 05:15:42.168087,P3-Medium,Access Management,AGT-00003,18.98,24,False,False,3
INC-01204,2025-02-07 21:17:00,2025-02-08 01:22:11.745809,P1-Critical,Hardware,AGT-00001,4.09,4,True,False,2
INC-01205,2025-02-23 13:00:00,2025-02-25 15:58:37.925063,P4-Low,Software,AGT-00003,50.98,72,False,False,4
INC-01206,2025-05-21 09:08:00,2025-05-23 11:56:42.601767,P4-Low,Hardware,AGT-00014,50.81,72,False,False,4
INC-01207,2025-04-02 09:17:00,2025-04-02 21:40:02.639391,P3-Medium,Network,AGT-00011,12.38,24,False,False,5
INC-01208,2025-05-30 07:47:00,2025-05-30 20:28:48.453575,P3-Medium,Email/Comm,AGT-00010,12.7,24,False,False,5
INC-01209,2025-02-22 17:14:00,2025-02-23 00:00:44.968172,P3-Medium,Software,AGT-00007,6.78,24,False,False,3
INC-01210,2025-04-25 09:46:00,2025-04-26 17:45:47.810204,P3-Medium,Access Management,AGT-00004,32.0,24,True,False,1
INC-01211,2025-02-15 09:31:00,2025-02-15 17:33:56.738821,P3-Medium,Software,AGT-00005,8.05,24,False,False,3
INC-01212,2025-04-11 15:12:00,2025-04-12 03:39:24.330303,P3-Medium,Hardware,AGT-00013,12.46,24,False,False,2
INC-01213,2025-01-26 15:08:00,2025-01-26 19:07:08.068454,P2-High,Email/Comm,AGT-00015,3.99,8,False,False,5
INC-01214,2025-01-04 16:41:00,2025-01-05 17:50:33.822056,P3-Medium,Software,AGT-00001,25.16,24,True,False,1
INC-01215,2025-06-03 00:00:00,2025-06-04 20:06:03.623163,P4-Low,Hardware,AGT-00014,44.1,72,False,False,2
INC-01216,2025-02-21 08:48:00,2025-02-22 12:46:54.971693,P3-Medium,Hardware,AGT-00008,27.98,24,True,False,2
INC-01217,2025-01-15 13:17:00,2025-01-15 17:25:34.018135,P2-High,Hardware,AGT-00002,4.14,8,False,False,2
INC-01218,2025-05-11 19:26:00,2025-05-14 03:00:47.579680,P4-Low,Network,AGT-00003,55.58,72,False,False,5
INC-01219,2025-06-17 10:58:00,2025-06-17 12:17:45.501217,P1-Critical,Software,AGT-00002,1.33,4,False,False,4
INC-01220,2025-02-13 23:14:00,2025-02-17 20:08:10.737200,P4-Low,Access Management,AGT-00001,92.9,72,True,False,5
INC-01221,2025-01-22 19:38:00,2025-01-23 04:07:57.165532,P3-Medium,Software,AGT-00002,8.5,24,False,False,4
INC-01222,2025-06-20 15:39:00,2025-06-21 12:07:42.836455,P3-Medium,Network,AGT-00005,20.48,24,False,False,3
INC-01223,2025-03-09 17:45:00,2025-03-10 02:28:05.588700,P2-High,Email/Comm,AGT-00008,8.72,8,True,False,3
INC-01224,2025-02-07 10:24:00,2025-02-09 20:40:33.535017,P4-Low,Email/Comm,AGT-00010,58.28,72,False,False,5
INC-01225,2025-04-20 21:17:00,2025-04-22 19:34:39.288561,P4-Low,Access Management,AGT-00001,46.29,72,False,False,3
INC-01226,2025-05-07 11:44:00,2025-05-07 17:46:44.259183,P2-High,Access Management,AGT-00004,6.05,8,False,False,4
INC-01227,2025-03-04 11:35:00,2025-03-05 05:56:01.770393,P3-Medium,Network,AGT-00014,18.35,24,False,False,4
INC-01228,2025-05-29 15:33:00,2025-05-30 08:22:26.342353,P3-Medium,Access Management,AGT-00004,16.82,24,False,False,4
INC-01229,2025-01-01 09:54:00,2025-01-02 11:36:39.718564,P3-Medium,Access Management,AGT-00003,25.71,24,True,True,2
INC-01230,2025-03-31 11:54:00,2025-04-04 10:06:37.656115,P4-Low,Email/Comm,AGT-00001,94.21,72,True,False,3
INC-01231,2025-04-18 09:52:00,2025-04-18 23:24:24.236592,P3-Medium,Network,AGT-00012,13.54,24,False,False,5
INC-01232,2025-01-07 15:27:00,2025-01-07 17:09:20.482457,P2-High,Software,AGT-00002,1.71,8,False,False,5
INC-01233,2025-02-10 03:23:00,2025-02-10 20:40:37.477007,P3-Medium,Network,AGT-00011,17.29,24,False,False,3
INC-01234,2025-02-16 12:08:00,2025-02-16 20:17:33.907231,P1-Critical,Access Management,AGT-00004,8.16,4,True,False,3
INC-01235,2025-06-15 15:18:00,2025-06-16 02:52:14.172442,P3-Medium,Software,AGT-00003,11.57,24,False,False,2
INC-01236,2025-02-11 00:53:00,2025-02-12 07:59:46.563997,P3-Medium,Software,AGT-00002,31.11,24,True,False,4
INC-01237,2025-05-27 12:45:00,2025-05-28 20:10:17.783445,P3-Medium,Access Management,AGT-00003,31.42,24,True,False,4
INC-01238,2025-02-02 16:25:00,2025-02-03 05:59:16.658639,P3-Medium,Network,AGT-00004,13.57,24,False,False,3
INC-01239,2025-01-20 17:29:00,2025-01-21 01:58:29.186798,P2-High,Access Management,AGT-00006,8.49,8,True,False,3
INC-01240,2025-04-06 14:12:00,2025-04-07 21:13:37.822746,P3-Medium,Software,AGT-00001,31.03,24,True,False,1
INC-01241,2025-03-03 10:34:00,2025-03-04 01:32:01.121060,P3-Medium,Access Management,AGT-00003,14.97,24,False,False,3
INC-01242,2025-02-21 14:02:00,2025-02-21 16:37:34.221407,P1-Critical,Email/Comm,AGT-00002,2.59,4,False,False,2
INC-01243,2025-05-04 05:20:00,2025-05-04 18:40:47.589678,P3-Medium,Network,AGT-00015,13.35,24,False,False,3
INC-01244,2025-05-09 09:48:00,2025-05-10 15:30:17.515390,P4-Low,Access Management,AGT-00014,29.7,72,False,False,4
INC-01245,2025-05-09 07:51:00,2025-05-09 12:04:39.102932,P2-High,Software,AGT-00003,4.23,8,False,False,1
INC-01246,2025-01-10 10:09:00,2025-01-11 11:40:16.300793,P4-Low,Software,AGT-00012,25.52,72,False,False,2
INC-01247,2025-02-25 17:41:00,2025-02-26 11:57:21.603886,P3-Medium,Email/Comm,AGT-00003,18.27,24,False,False,5
INC-01248,2025-06-05 14:59:00,2025-06-07 01:35:01.927364,P4-Low,Software,AGT-00015,34.6,72,False,False,4
INC-01249,2025-04-21 04:45:00,2025-04-21 12:04:05.702489,P2-High,Hardware,AGT-00007,7.32,8,False,False,4
INC-01250,2025-02-09 13:31:00,2025-02-09 14:34:15.714858,P2-High,Software,AGT-00001,1.05,8,False,False,1
INC-01251,2025-01-23 12:29:00,2025-01-25 21:06:03.376719,P4-Low,Hardware,AGT-00012,56.62,72,False,False,5
INC-01252,2025-01-23 06:45:00,2025-01-23 16:10:02.464916,P2-High,Hardware,AGT-00004,9.42,8,True,False,2
INC-01253,2025-06-16 20:07:00,2025-06-16 22:10:00.413494,P3-Medium,Hardware,AGT-00012,2.05,24,False,False,4
INC-01254,2025-06-08 20:08:00,2025-06-09 17:07:32.829212,P3-Medium,Hardware,AGT-00004,20.99,24,False,False,4
INC-01255,2025-04-16 12:16:00,2025-04-17 16:05:16.866983,P3-Medium,Hardware,AGT-00001,27.82,24,True,False,5
INC-01256,2025-03-04 15:35:00,2025-03-04 16:09:50.584665,P1-Critical,Email/Comm,AGT-00001,0.58,4,False,True,5
INC-01257,2025-01-19 09:55:00,2025-01-20 17:17:50.084741,P3-Medium,Network,AGT-00004,31.38,24,True,False,1
INC-01258,2025-04-30 07:11:00,2025-05-01 04:32:07.747470,P3-Medium,Software,AGT-00013,21.35,24,False,False,5
INC-01259,2025-03-26 06:21:00,2025-03-27 18:14:59.146385,P4-Low,Access Management,AGT-00002,35.9,72,False,False,4
INC-01260,2025-01-10 13:30:00,2025-01-11 07:03:13.850563,P3-Medium,Software,AGT-00003,17.55,24,False,False,3
INC-01261,2025-01-16 20:23:00,2025-01-17 18:50:59.815081,P3-Medium,Email/Comm,AGT-00010,22.47,24,False,False,5
INC-01262,2025-06-25 11:16:00,2025-06-25 18:01:57.667932,P2-High,Hardware,AGT-00001,6.77,8,False,False,2
INC-01263,2025-04-26 18:33:00,2025-04-27 02:56:08.325505,P2-High,Software,AGT-00003,8.39,8,True,False,4
INC-01264,2025-04-20 10:48:00,2025-04-20 14:04:39.512727,P2-High,Network,AGT-00013,3.28,8,False,False,3
INC-01265,2025-02-11 22:27:00,2025-02-14 03:50:13.979331,P4-Low,Software,AGT-00006,53.39,72,False,False,4
INC-01266,2025-06-02 09:46:00,2025-06-02 16:27:25.022489,P3-Medium,Network,AGT-00010,6.69,24,False,False,4
INC-01267,2025-03-23 00:57:00,2025-03-23 18:03:36.689433,P3-Medium,Email/Comm,AGT-00014,17.11,24,False,False,2
INC-01268,2025-04-15 09:46:00,2025-04-16 17:41:18.649815,P4-Low,Network,AGT-00015,31.92,72,False,True,4
INC-01269,2025-05-29 07:13:00,2025-05-30 18:30:21.844134,P4-Low,Network,AGT-00005,35.29,72,False,False,3
INC-01270,2025-02-25 10:12:00,2025-02-26 14:05:19.483446,P3-Medium,Access Management,AGT-00007,27.89,24,True,False,2
INC-01271,2025-03-20 12:55:00,2025-03-20 18:05:57.432868,P1-Critical,Access Management,AGT-00001,5.18,4,True,False,2
INC-01272,2025-05-19 11:48:00,2025-05-22 01:58:57.944705,P4-Low,Software,AGT-00004,62.18,72,False,False,5
INC-01273,2025-02-11 13:24:00,2025-02-11 22:39:41.392377,P3-Medium,Software,AGT-00006,9.26,24,False,False,4
INC-01274,2025-01-26 23:51:00,2025-01-27 15:19:07.436649,P3-Medium,Software,AGT-00008,15.47,24,False,False,2
INC-01275,2025-06-09 20:06:00,2025-06-10 01:31:34.303440,P1-Critical,Email/Comm,AGT-00001,5.43,4,True,False,2
INC-01276,2025-02-24 09:29:00,2025-02-26 14:19:03.617782,P4-Low,Software,AGT-00012,52.83,72,False,False,2
INC-01277,2025-04-29 11:52:00,2025-05-03 12:15:11.726879,P4-Low,Email/Comm,AGT-00004,96.39,72,True,False,3
INC-01278,2025-05-10 10:56:00,2025-05-11 08:04:47.553775,P3-Medium,Email/Comm,AGT-00010,21.15,24,False,False,3
INC-01279,2025-01-02 19:26:00,2025-01-05 01:16:27.536387,P4-Low,Email/Comm,AGT-00008,53.84,72,False,True,1
INC-01280,2025-06-03 10:10:00,2025-06-05 05:59:03.614577,P4-Low,Access Management,AGT-00006,43.82,72,False,False,5
INC-01281,2025-06-14 11:03:00,2025-06-14 18:01:02.615400,P2-High,Email/Comm,AGT-00002,6.97,8,False,False,4
INC-01282,2025-02-14 11:20:00,2025-02-14 17:17:58.880062,P2-High,Software,AGT-00015,5.97,8,False,False,4
INC-01283,2025-06-11 13:25:00,2025-06-11 22:23:42.169326,P2-High,Access Management,AGT-00006,8.98,8,True,False,3
INC-01284,2025-02-22 07:01:00,2025-02-23 08:40:13.026724,P3-Medium,Software,AGT-00014,25.65,24,True,False,3
INC-01285,2025-01-21 13:01:00,2025-01-22 00:43:43.503537,P3-Medium,Network,AGT-00008,11.71,24,False,False,2
INC-01286,2025-03-03 14:14:00,2025-03-03 21:35:00.490938,P3-Medium,Software,AGT-00004,7.35,24,False,False,4
INC-01287,2025-03-08 14:17:00,2025-03-08 14:47:00.000000,P2-High,Access Management,AGT-00010,0.5,8,False,False,2
INC-01288,2025-01-29 12:38:00,2025-01-29 16:38:57.537554,P1-Critical,Email/Comm,AGT-00012,4.02,4,True,False,1
INC-01289,2025-04-03 20:13:00,2025-04-04 05:23:23.041742,P3-Medium,Network,AGT-00001,9.17,24,False,False,4
INC-01290,2025-01-20 09:26:00,2025-01-20 09:56:00.000000,P1-Critical,Network,AGT-00014,0.5,4,False,False,3
INC-01291,2025-01-03 19:42:00,2025-01-06 05:28:17.659526,P4-Low,Access Management,AGT-00002,57.77,72,False,False,4
INC-01292,2025-05-04 23:38:00,2025-05-05 07:37:09.596526,P1-Critical,Email/Comm,AGT-00015,7.99,4,True,False,1
INC-01293,2025-01-08 13:33:00,2025-01-09 07:30:05.157748,P3-Medium,Email/Comm,AGT-00002,17.95,24,False,False,3
INC-01294,2025-03-25 08:05:00,2025-03-28 02:51:11.335761,P4-Low,Network,AGT-00002,66.77,72,False,False,5
INC-01295,2025-03-31 15:41:00,2025-04-01 10:20:16.685526,P3-Medium,Software,AGT-00014,18.65,24,False,False,5
INC-01296,2025-02-19 09:12:00,2025-02-20 02:24:31.977988,P3-Medium,Software,AGT-00004,17.21,24,False,False,5
INC-01297,2025-05-31 10:50:00,2025-06-01 12:11:09.402710,P3-Medium,Software,AGT-00007,25.35,24,True,False,3
INC-01298,2025-03-11 17:39:00,2025-03-12 09:19:40.093127,P3-Medium,Software,AGT-00007,15.68,24,False,False,4
INC-01299,2025-01-17 12:56:00,2025-01-17 20:22:09.143157,P2-High,Software,AGT-00013,7.44,8,False,True,4
INC-01300,2025-06-15 21:33:00,2025-06-16 18:07:24.896818,P3-Medium,Hardware,AGT-00011,20.57,24,False,False,1
INC-01301,2025-04-02 09:13:00,2025-04-02 13:22:42.060284,P2-High,Hardware,AGT-00010,4.16,8,False,False,4
INC-01302,2025-01-03 15:13:00,2025-01-06 13:03:27.049167,P4-Low,Network,AGT-00003,69.84,72,False,False,5
INC-01303,2025-06-04 09:13:00,2025-06-06 07:43:02.897518,P4-Low,Software,AGT-00004,46.5,72,False,False,3
INC-01304,2025-01-20 13:41:00,2025-01-21 01:38:14.539407,P3-Medium,Access Management,AGT-00012,11.95,24,False,False,5
INC-01305,2025-05-07 12:17:00,2025-05-08 10:34:31.483495,P3-Medium,Hardware,AGT-00002,22.29,24,False,False,2
INC-01306,2025-05-28 01:01:00,2025-05-28 04:22:19.303429,P2-High,Hardware,AGT-00004,3.36,8,False,False,5
INC-01307,2025-04-14 04:34:00,2025-04-16 07:07:49.043331,P4-Low,Email/Comm,AGT-00003,50.56,72,False,False,1
INC-01308,2025-04-17 15:17:00,2025-04-18 09:12:37.372897,P3-Medium,Network,AGT-00001,17.93,24,False,False,3
INC-01309,2025-01-13 11:44:00,2025-01-13 22:02:02.284129,P2-High,Access Management,AGT-00005,10.3,8,True,False,2
INC-01310,2025-06-08 07:14:00,2025-06-09 05:01:51.309107,P3-Medium,Email/Comm,AGT-00011,21.8,24,False,True,1
INC-01311,2025-04-22 09:05:00,2025-04-22 15:29:44.660320,P2-High,Hardware,AGT-00008,6.41,8,False,False,5
INC-01312,2025-06-26 18:16:00,2025-06-27 18:48:31.669417,P3-Medium,Email/Comm,AGT-00015,24.54,24,True,False,1
INC-01313,2025-06-26 14:51:00,2025-06-26 20:37:49.494353,P1-Critical,Hardware,AGT-00003,5.78,4,True,False,3
INC-01314,2025-03-23 18:48:00,2025-03-26 07:57:22.342057,P4-Low,Software,AGT-00002,61.16,72,False,False,5
INC-01315,2025-05-14 13:36:00,2025-05-16 15:48:25.388629,P4-Low,Software,AGT-00008,50.21,72,False,False,4
INC-01316,2025-01-24 09:18:00,2025-01-24 16:48:19.116508,P3-Medium,Access Management,AGT-00005,7.51,24,False,False,4
INC-01317,2025-02-22 15:04:00,2025-02-23 19:45:51.816259,P4-Low,Hardware,AGT-00007,28.7,72,False,False,2
INC-01318,2025-02-18 12:21:00,2025-02-18 14:44:22.382129,P1-Critical,Hardware,AGT-00011,2.39,4,False,False,4
INC-01319,2025-03-21 15:41:00,2025-03-22 04:48:26.048578,P3-Medium,Access Management,AGT-00009,13.12,24,False,False,4
INC-01320,2025-04-26 18:32:00,2025-04-28 16:47:38.066185,P4-Low,Hardware,AGT-00004,46.26,72,False,False,4
INC-01321,2025-05-28 14:09:00,2025-05-28 20:50:53.789054,P2-High,Software,AGT-00008,6.7,8,False,False,2
INC-01322,2025-03-10 02:42:00,2025-03-10 11:03:14.128705,P2-High,Network,AGT-00005,8.35,8,True,False,2
INC-01323,2025-02-24 08:32:00,2025-02-24 14:47:11.715396,P2-High,Software,AGT-00004,6.25,8,False,False,3
INC-01324,2025-04-08 16:27:00,2025-04-09 14:20:31.247342,P3-Medium,Software,AGT-00001,21.89,24,False,False,3
INC-01325,2025-05-13 11:43:00,2025-05-13 18:26:32.377627,P2-High,Hardware,AGT-00007,6.73,8,False,True,3
INC-01326,2025-05-28 09:04:00,2025-05-28 09:34:00.000000,P2-High,Network,AGT-00013,0.5,8,False,False,3
INC-01327,2025-04-11 07:46:00,2025-04-12 14:58:47.851645,P4-Low,Software,AGT-00004,31.21,72,False,False,4
INC-01328,2025-06-13 10:38:00,2025-06-14 03:28:50.278395,P3-Medium,Network,AGT-00002,16.85,24,False,False,1
INC-01329,2025-03-20 18:44:00,2025-03-20 20:59:57.846240,P2-High,Email/Comm,AGT-00007,2.27,8,False,False,3
INC-01330,2025-02-06 21:42:00,2025-02-07 06:17:59.101998,P2-High,Network,AGT-00013,8.6,8,True,False,2
INC-01331,2025-06-23 16:00:00,2025-06-24 03:51:27.460488,P2-High,Hardware,AGT-00001,11.86,8,True,False,5
INC-01332,2025-01-29 05:01:00,2025-01-30 08:46:00.341329,P3-Medium,Software,AGT-00003,27.75,24,True,False,5
INC-01333,2025-02-07 16:06:00,2025-02-09 13:49:52.113293,P4-Low,Software,AGT-00002,45.73,72,False,False,5
INC-01334,2025-03-07 15:16:00,2025-03-08 21:11:32.912741,P3-Medium,Access Management,AGT-00015,29.93,24,True,False,1
INC-01335,2025-06-19 18:57:00,2025-06-20 14:08:21.622767,P3-Medium,Access Management,AGT-00013,19.19,24,False,False,4
INC-01336,2025-02-07 22:54:00,2025-02-08 14:12:11.924032,P3-Medium,Software,AGT-00007,15.3,24,False,False,5
INC-01337,2025-06-28 22:23:00,2025-06-29 11:28:34.003290,P3-Medium,Network,AGT-00007,13.09,24,False,False,2
INC-01338,2025-03-12 19:43:00,2025-03-14 15:40:02.182573,P4-Low,Software,AGT-00001,43.95,72,False,False,5
INC-01339,2025-06-23 10:21:00,2025-06-25 04:35:11.269065,P4-Low,Access Management,AGT-00002,42.24,72,False,False,4
INC-01340,2025-05-14 15:53:00,2025-05-16 21:17:29.968011,P4-Low,Hardware,AGT-00001,53.41,72,False,False,4
INC-01341,2025-03-15 07:00:00,2025-03-16 02:17:04.530654,P3-Medium,Email/Comm,AGT-00010,19.28,24,False,False,4
INC-01342,2025-06-09 13:10:00,2025-06-10 07:11:27.725380,P3-Medium,Network,AGT-00015,18.02,24,False,False,3
INC-01343,2025-03-14 17:07:00,2025-03-17 03:51:19.548222,P4-Low,Network,AGT-00001,58.74,72,False,False,3
INC-01344,2025-03-06 08:56:00,2025-03-07 12:27:30.612714,P3-Medium,Software,AGT-00001,27.53,24,True,False,4
INC-01345,2025-01-23 15:09:00,2025-01-24 16:44:47.159101,P3-Medium,Access Management,AGT-00002,25.6,24,True,False,1
INC-01346,2025-05-02 20:15:00,2025-05-03 02:22:14.938509,P3-Medium,Network,AGT-00002,6.12,24,False,False,4
INC-01347,2025-03-08 20:38:00,2025-03-08 21:08:00.000000,P3-Medium,Email/Comm,AGT-00001,0.5,24,False,False,4
INC-01348,2025-06-24 16:16:00,2025-06-25 17:44:28.413444,P3-Medium,Hardware,AGT-00007,25.47,24,True,False,2
INC-01349,2025-06-10 12:11:00,2025-06-10 19:14:53.893486,P3-Medium,Network,AGT-00006,7.06,24,False,False,5
INC-01350,2025-03-22 12:43:00,2025-03-23 04:55:06.756425,P3-Medium,Network,AGT-00005,16.2,24,False,False,4
INC-01351,2025-01-08 20:01:00,2025-01-09 04:39:20.744849,P3-Medium,Software,AGT-00004,8.64,24,False,False,4
INC-01352,2025-03-04 13:23:00,2025-03-05 03:20:37.408494,P4-Low,Software,AGT-00003,13.96,72,False,False,4
INC-01353,2025-04-11 08:42:00,2025-04-12 07:01:54.126572,P3-Medium,Hardware,AGT-00009,22.33,24,False,True,5
INC-01354,2025-01-15 09:41:00,2025-01-18 02:51:59.171542,P4-Low,Software,AGT-00001,65.18,72,False,False,4
INC-01355,2025-01-16 08:37:00,2025-01-17 23:05:11.251148,P4-Low,Software,AGT-00008,38.47,72,False,False,5
INC-01356,2025-05-07 08:57:00,2025-05-07 09:27:00.000000,P2-High,Hardware,AGT-00002,0.5,8,False,False,5
INC-01357,2025-01-02 17:39:00,2025-01-03 07:16:48.159890,P3-Medium,Hardware,AGT-00015,13.63,24,False,False,2
INC-01358,2025-01-25 09:06:00,2025-01-25 12:53:00.988839,P1-Critical,Software,AGT-00002,3.78,4,False,False,5
INC-01359,2025-04-14 12:11:00,2025-04-14 18:21:07.346819,P3-Medium,Network,AGT-00002,6.17,24,False,False,5
INC-01360,2025-06-18 14:27:00,2025-06-19 09:55:00.765690,P3-Medium,Access Management,AGT-00008,19.47,24,False,False,1
INC-01361,2025-05-11 16:34:00,2025-05-11 23:00:47.095900,P2-High,Access Management,AGT-00003,6.45,8,False,False,4
INC-01362,2025-04-05 15:25:00,2025-04-06 14:03:03.595189,P3-Medium,Network,AGT-00007,22.63,24,False,False,5
INC-01363,2025-03-14 12:36:00,2025-03-15 07:33:23.914610,P3-Medium,Access Management,AGT-00002,18.96,24,False,False,4
INC-01364,2025-04-24 05:58:00,2025-04-24 07:01:13.903626,P1-Critical,Software,AGT-00008,1.05,4,False,False,2
INC-01365,2025-02-10 10:54:00,2025-02-13 12:49:53.148120,P4-Low,Software,AGT-00001,73.93,72,True,False,1
INC-01366,2025-02-14 14:22:00,2025-02-16 13:11:45.870742,P4-Low,Software,AGT-00006,46.83,72,False,False,4
INC-01367,2025-06-18 10:25:00,2025-06-19 04:11:53.629262,P3-Medium,Access Management,AGT-00002,17.78,24,False,False,5
INC-01368,2025-02-16 13:59:00,2025-02-17 00:31:01.882779,P3-Medium,Email/Comm,AGT-00007,10.53,24,False,False,4
INC-01369,2025-05-29 10:39:00,2025-05-30 01:06:13.471166,P3-Medium,Software,AGT-00007,14.45,24,False,False,2
INC-01370,2025-06-20 07:59:00,2025-06-20 09:12:49.420459,P1-Critical,Access Management,AGT-00003,1.23,4,False,False,3
INC-01371,2025-03-02 07:56:00,2025-03-02 13:49:40.879645,P2-High,Access Management,AGT-00013,5.89,8,False,False,5
INC-01372,2025-06-06 09:02:00,2025-06-09 21:16:03.010570,P4-Low,Software,AGT-00001,84.23,72,True,False,1
INC-01373,2025-02-14 10:44:00,2025-02-15 09:17:43.117709,P4-Low,Software,AGT-00011,22.56,72,False,False,2
INC-01374,2025-05-06 11:18:00,2025-05-06 16:23:29.431741,P3-Medium,Software,AGT-00002,5.09,24,False,False,5
INC-01375,2025-01-23 13:40:00,2025-01-24 19:26:09.705432,P3-Medium,Software,AGT-00010,29.77,24,True,False,1
INC-01376,2025-04-15 13:55:00,2025-04-15 16:29:52.869525,P1-Critical,Network,AGT-00001,2.58,4,False,False,3
INC-01377,2025-05-08 09:13:00,2025-05-08 21:51:50.705127,P3-Medium,Email/Comm,AGT-00007,12.65,24,False,False,4
INC-01378,2025-02-05 17:28:00,2025-02-06 19:47:09.254997,P3-Medium,Software,AGT-00006,26.32,24,True,False,2
INC-01379,2025-03-18 07:31:00,2025-03-18 11:53:49.244199,P2-High,Network,AGT-00010,4.38,8,False,False,4
INC-01380,2025-03-06 11:22:00,2025-03-07 19:58:29.079750,P3-Medium,Hardware,AGT-00014,32.61,24,True,False,4
INC-01381,2025-05-13 20:32:00,2025-05-16 12:05:30.662736,P4-Low,Network,AGT-00006,63.56,72,False,False,4
INC-01382,2025-03-09 14:02:00,2025-03-10 04:07:48.151445,P3-Medium,Access Management,AGT-00007,14.1,24,False,False,3
INC-01383,2025-05-21 17:21:00,2025-05-23 04:36:30.476542,P3-Medium,Access Management,AGT-00002,35.26,24,True,False,3
INC-01384,2025-05-25 19:44:00,2025-05-27 09:37:08.525544,P4-Low,Hardware,AGT-00001,37.89,72,False,False,5
INC-01385,2025-06-06 20:56:00,2025-06-07 20:52:12.346714,P3-Medium,Network,AGT-00004,23.94,24,False,False,5
INC-01386,2025-05-10 09:22:00,2025-05-11 05:45:39.626316,P3-Medium,Network,AGT-00001,20.39,24,False,False,3
INC-01387,2025-01-15 02:50:00,2025-01-18 06:52:05.372837,P4-Low,Email/Comm,AGT-00001,76.03,72,True,False,2
INC-01388,2025-05-22 12:24:00,2025-05-25 21:37:48.806164,P4-Low,Software,AGT-00009,81.23,72,True,False,3
INC-01389,2025-04-23 08:39:00,2025-04-24 02:54:21.719493,P3-Medium,Software,AGT-00002,18.26,24,False,False,4
INC-01390,2025-03-01 07:00:00,2025-03-01 10:51:46.934834,P2-High,Software,AGT-00001,3.86,8,False,False,5
INC-01391,2025-01-04 18:15:00,2025-01-07 05:26:57.994292,P4-Low,Access Management,AGT-00006,59.2,72,False,False,2
INC-01392,2025-03-31 14:56:00,2025-03-31 19:03:40.786341,P2-High,Network,AGT-00001,4.13,8,False,False,3
INC-01393,2025-01-20 07:34:00,2025-01-21 17:40:25.552729,P3-Medium,Software,AGT-00002,34.11,24,True,False,3
INC-01394,2025-04-24 15:23:00,2025-04-26 20:06:50.543838,P4-Low,Access Management,AGT-00012,52.73,72,False,False,3
INC-01395,2025-06-28 13:06:00,2025-06-29 04:10:38.739322,P3-Medium,Software,AGT-00003,15.08,24,False,False,5
INC-01396,2025-02-22 20:53:00,2025-02-23 16:21:38.792809,P3-Medium,Software,AGT-00003,19.48,24,False,False,3
INC-01397,2025-02-06 04:15:00,2025-02-06 11:28:22.762862,P3-Medium,Hardware,AGT-00004,7.22,24,False,False,4
INC-01398,2025-01-09 09:37:00,2025-01-09 19:50:37.515691,P3-Medium,Network,AGT-00005,10.23,24,False,False,5
INC-01399,2025-05-07 01:24:00,2025-05-07 12:06:05.215240,P2-High,Hardware,AGT-00007,10.7,8,True,False,1
INC-01400,2025-01-14 14:02:00,2025-01-14 18:14:03.132085,P2-High,Network,AGT-00005,4.2,8,False,False,3
INC-01401,2025-03-09 17:37:00,2025-03-09 18:31:22.240925,P1-Critical,Software,AGT-00013,0.91,4,False,False,1
INC-01402,2025-01-15 17:35:00,2025-01-16 15:52:35.599273,P3-Medium,Software,AGT-00012,22.29,24,False,False,5
INC-01403,2025-04-29 11:46:00,2025-04-30 15:15:08.279654,P3-Medium,Access Management,AGT-00014,27.49,24,True,False,2
INC-01404,2025-03-02 08:00:00,2025-03-02 17:00:58.811714,P2-High,Software,AGT-00009,9.02,8,True,False,3
INC-01405,2025-03-17 10:25:00,2025-03-18 12:23:06.173351,P3-Medium,Email/Comm,AGT-00010,25.97,24,True,True,2
INC-01406,2025-06-05 00:19:00,2025-06-05 12:15:44.301449,P3-Medium,Hardware,AGT-00007,11.95,24,False,False,3
INC-01407,2025-04-23 00:02:00,2025-04-23 06:39:31.852798,P3-Medium,Network,AGT-00005,6.63,24,False,False,4
INC-01408,2025-01-21 10:39:00,2025-01-24 18:40:36.022941,P4-Low,Hardware,AGT-00001,80.03,72,True,False,5
INC-01409,2025-03-08 18:08:00,2025-03-09 09:33:06.820641,P3-Medium,Hardware,AGT-00010,15.42,24,False,False,3
